ID;City;Area;Street;Name;Info;Lng;Lat;Stops;StopNum;Pikas2012.11.19
14409;0;0;0;Ак. Купревича;;2768314;5392644;14410,14408;s14409
14410;0;0;0;;;2768263;5392646;14409,69035;s14410
69035;0;0;0;;;2768117;5392502;16003,16018,14410;s69035
205011;0;0;0;Академика Карского;;2744768;5387680;205013,15158;s205011
15144;0;0;0;Академика Федорова;;2742428;5388147;58348,58347;s15144
58348;0;0;0;;;2742484;5388111;15144,73320;s58348
73320;0;0;0;;;2742427;5388033;58348,73321,71977;s73320
73321;0;0;0;;;2742606;5388030;73320,15156;s73321
14755;0;0;0;Академическая;;2760393;5391687;15514,15952;s14755
15514;0;0;0;;;2760315;5391534;14769,14755;s15514
73200;0;0;0;Академия Наук;;2759862;5392175;14768,15952;s73200
15075;0;0;0;Аквапарк;;2744805;5395004;15076,15082;s15075
15076;0;0;0;;;2744911;5394945;15075,15046,58376;s15076
72951;0;0;0;Аладовых;;2745552;5391758;72952,58331,188138;s72951
72952;0;0;0;;;2745676;5391683;72951,15519;s72952
15637;0;0;0;Алибегова;;2748044;5387176;15650,15649,73043;s15637
15968;0;0;0;Алтайская;;2767029;5387240;15972,15967;s15968
15972;0;0;0;;;2767199;5387308;15968,15337,15963;s15972
133412;0;0;0;Ангарская;;2767465;5386248;15298,73206,15343;s133412
68849;0;0;0;Ангарская-4~(высадка пассажиров);;2768948;5388756;68909,15330,15305;s68849
132096;0;0;0;Анополь;;2754779;5368319;197141,197156;s132096
197141;0;0;0;;;2754788;5368327;132096,197155;s197141
197155;0;0;0;;;2754768;5368339;197141,197142;s197155
16059;0;0;0;АНТК Сосны;;2778847;5383315;16058;s16059
54334;0;0;0;Аранская;;2756530;5388585;15552,15910;s54334
14626;0;0;0;АС Автозаводская;;2767630;5385920;133405,14711;s14626
14830;0;0;0;;;2767697;5385751;14711,15954;20п
14711;0;0;0;АС Автозаводская~(высадка пассажиров);;2767612;5385802;14830,14626;20о
132076;0;0;0;АС Юго-Западная;;2750033;5387186;15694;s132076
15694;0;0;0;АС Юго-западная;;2749914;5387210;15685,132076,15199;s15694
15093;0;0;0;Асаналиева;;2754459;5384863;15096,15069,15095;s15093
15096;0;0;0;;;2754277;5384850;15093,15092;s15096
197105;0;0;0;Атолино;;2742976;5378764;197104;s197105
133378;0;0;0;Ауэзова;;2764388;5383541;15505,15524,15773;s133378
14723;0;0;0;Аэродромная;;2754965;5387217;14808;s14723
14808;0;0;0;;;2754991;5387235;14723,15876,14807;s14808
15876;0;0;0;;;2754879;5387297;14808,14722,15875;s15876
15871;0;0;0;Аэропорт Минск-1;;2753739;5387251;14721,14809;s15871
69250;0;0;0;Аэропорт Минск-1~(высадка пассажиров);;2753585;5387252;14721,15842;100
15842;0;0;0;Аэропорт Минск-1~(посадка пассажиров);;2753520;5387357;69250,14810,15840;72
197034;0;0;0;База Культторга;;2741477;5384503;197066,197065,133254;s197034
197066;0;0;0;;;2741498;5384485;197034;s197066
15300;0;0;0;Байкальская;;2768426;5387137;15971,15339;s15300
15340;0;0;0;;;2768238;5386952;15970,15299,15969;s15340
16062;0;0;0;Барамзиной;;2790844;5387421;16063;s16062
132109;0;0;0;Бахаровичи;;2761212;5360898;132110,132107;s132109
132110;0;0;0;;;2761220;5360924;132109,132111;s132110
132208;0;0;0;Бахметовка;;2735871;5418841;132209,132206;s132208
132209;0;0;0;;;2735802;5418856;132208,132211;s132209
14625;0;0;0;Бачило;;2770444;5384100;14824,14783,14753;s14625
133353;0;0;0;Беды Л.;;2759070;5393313;14520,58357,133352;s133353
15018;0;0;0;;;2758913;5393253;58357,14520,14519;s15018
14942;0;0;0;Белецкого;;2744789;5386203;14941,14940;s14942
14938;0;0;0;Белецкого-6;;2746506;5385637;14920,15592;s14938
58354;0;0;0;Белита-Витекс;;2750408;5388474;54602,15203,15596;s58354
15202;0;0;0;Белита-Витэкс;;2750750;5388356;15203,200012;s15202
15203;0;0;0;;;2750788;5388470;15202,58354,15204;s15203
132087;0;0;0;Белица;;2751810;5372302;132088,197160;s132087
132088;0;0;0;;;2751869;5372338;132087,197135;s132088
197136;0;0;0;;;2751848;5371818;197160,132089;s197136
197160;0;0;0;;;2751888;5372009;197136,132087;s197160
191178;0;0;0;Белмагистральавтотранс~(высадка пассажиров);;2759274;5380056;15999;s191178
73901;0;0;0;Белмагистральавтотранс~(посадка пассажиров);;2759317;5380082;15999,15997;s73901
15125;0;0;0;Белпласт;;2751513;5390050;15127,15128;s15125
15127;0;0;0;;;2751547;5390113;15125,230031,15126;s15127
230031;0;0;0;;;2751698;5390075;15127,54198,15931;s230031
15989;0;0;0;Белпроект;;2753663;5391068;16188,16189,14527;s15989
132115;0;0;0;Бельковичи;;2764251;5360053;132116,132117;s132115
132116;0;0;0;;;2764259;5360078;132115,132113;s132116
15132;0;0;0;Бельского;;2748022;5389384;15164,15589,54292;s15132
15164;0;0;0;;;2748209;5389353;15132,14903;s15164
16114;0;0;0;Берестянская;;2758813;5390703;15823,15824;s16114
72155;0;0;0;;;2758360;5390763;191258,16117;s72155
14590;0;0;0;Берута;;2749907;5391001;14684,230016;s14590
15128;0;0;0;Бетонный проезд;;2750558;5389775;15168,15125;s15128
15168;0;0;0;;;2750577;5389749;15128,15167,15926;s15168
15221;0;0;0;Бирюзова;;2750619;5391386;15281,15280,14535;s15221
15281;0;0;0;;;2750624;5391271;15221,15220;s15281
16210;0;0;0;БНТУ;;2759206;5392433;16209,15889;s16210
197035;0;0;0;Богатырево;;2740821;5384347;197065,197064;s197035
197065;0;0;0;;;2740866;5384349;197035,197034;s197065
16209;0;0;0;Богдана Хмельницкого;;2759282;5392501;16210,14760,14766;s16209
15234;0;0;0;Богдановича М.;;2756285;5391668;15741,15219,15233;s15234
15432;0;0;0;;;2756498;5391647;15740,15219,15264;s15432
15730;0;0;0;;;2756669;5392163;14441,14468,15728;s15730
197045;0;0;0;Богушово;;2730851;5383180;197057,197056;s197045
197057;0;0;0;;;2730860;5383166;197045,197043,197079;s197057
15105;0;0;0;Больница скорой помощи;;2753704;5385191;15097,15099;s15105
111274;0;0;0;Большевик;;2756505;5400045;132129,111273;s111274
132129;0;0;0;;;2756555;5400076;111274,111285;s132129
15958;0;0;0;Большое Стиклево;;2769389;5387313;16016;s15958
16016;0;0;0;;;2769364;5387351;15958,15323,15321;s16016
73196;0;0;0;Борисовский тракт;;2766628;5393864;14676,14670;s73196
205174;0;0;0;Боровлянская школа №2;;2767744;5398652;205175,205177;s205174
205175;0;0;0;;;2767692;5398643;205174;s205175
205171;0;0;0;Боровляны-2;;2765712;5398135;16038,205172;s205171
16022;0;0;0;Боровляны-6;;2766554;5398887;16037,16036;s16022
16037;0;0;0;;;2766387;5398792;16022,16021;s16037
132141;0;0;0;Боровцы;;2760769;5403737;132136,132170,197237;s132141
15315;0;0;0;Ботаническая;;2759638;5390429;15821,54193;s15315
15821;0;0;0;;;2759783;5390390;15316,15315;s15821
15102;0;0;0;Брестская;;2752896;5386604;15103,15104;s15102
15103;0;0;0;;;2753014;5386472;15102,15100;s15103
16232;0;0;0;Брилевичи~(высадка пассажиров);;2747587;5384329;71972;s16232
71972;0;0;0;;;2747595;5384308;16232,211138,15948;s71972
14720;0;0;0;Брилевская;;2752877;5387310;14811,14812;s14720
14811;0;0;0;;;2752899;5387350;14720,14813,14810;s14811
15515;0;0;0;Бровки;;2759939;5391311;15483,15482;s15515
15483;0;0;0;Бровки П.;;2760213;5391362;14769,15515;s15483
15888;0;0;0;;;2759418;5391990;15889,15952;s15888
15889;0;0;0;;;2759205;5391978;15888,16216,16210;s15889
71803;0;0;0;Брыля Я.;;2748445;5388072;14906,15214,73042;s71803
15941;0;0;0;Буденного;;2760665;5388048;15942,15625,15615;s15941
15942;0;0;0;;;2760778;5388144;15941,14733,15940,14474;s15942
91044;0;0;0;Будславская;;2755007;5396023;91042,16079;s91044
91042;0;0;0;Будславская, 19;;2754217;5395980;91043,91044;s91042
91043;0;0;0;;;2754092;5396007;91042,91040;s91043
14867;0;0;0;Бурдейного;;2743604;5390549;14868,14879,14613;s14867
14869;0;0;0;;;2743505;5390426;14879,14878;s14869
14879;0;0;0;;;2743667;5390466;14867,14869;s14879
14866;0;0;0;Бурдейного, 35;;2744426;5390489;14880,14598,14599;s14866
14880;0;0;0;;;2744616;5390450;14866,14614,14883;s14880
111376;0;0;0;Быкачино;;2795905;5389398;111377,133375;s111376
111377;0;0;0;;;2795681;5389392;111376,16063;s111377
15875;0;0;0;Быховская;;2754881;5387609;15877,15876;s15875
15877;0;0;0;;;2754931;5387665;15875,15878;s15877
15267;0;0;0;Бядули Змитрока;;2758287;5390723;191259,16215,15481;s15267
15398;0;0;0;;;2758430;5390808;16117;s15398
16117;0;0;0;;;2758442;5390799;15398,15824,72155;s16117
16215;0;0;0;;;2758300;5390739;15267,191258,196130;s16215
15184;0;0;0;В. Слуцкой;;2754322;5393063;15434,14695,14696;s15184
15434;0;0;0;;;2754342;5393015;211180,15184;s15434
133399;0;0;0;В.Голубка;;2744385;5392658;151196,71450;s133399
151196;0;0;0;;;2744187;5392671;71451,133399,71957;s151196
211180;0;0;0;В.Слуцкой;;2754375;5393017;15434,15006,71998;s211180
132173;0;0;0;в/х Вяча;;2756798;5406800;197241,132175;s132173
132174;0;0;0;;;2756745;5406711;197241,197239,132172;s132174
197241;0;0;0;;;2756702;5406783;132173,132174;s197241
15669;0;0;0;Вагоноремонтный завод;;2752672;5388275;15700,15674;s15669
15700;0;0;0;;;2752722;5388267;15669,15668;s15700
133411;0;0;0;Валерьяново;;2766297;5397126;205172,16013,144043;s133411
15349;0;0;0;Ванеева;;2761955;5388533;54327,14779;s15349
15966;0;0;0;Варвашени, 6;;2767046;5386623;15965,15964,15973;s15966
197190;0;0;0;Василевщина;;2744981;5375573;197191;s197190
197191;0;0;0;;;2744996;5375563;197190,197188,197193;s197191
15353;0;0;0;Васнецова;;2762032;5386770;15392,15804;s15353
15392;0;0;0;;;2762077;5386772;15805,15353;s15392
15617;0;0;0;;;2762001;5387617;15624,15809;s15617
15624;0;0;0;;;2761850;5387725;15617,15616,15395;s15624
15805;0;0;0;;;2762111;5386786;15392,15806;s15805
15806;0;0;0;;;2762190;5386796;15805,14541;s15806
15448;0;0;0;Великоморская;;2757015;5386671;15548,15549;s15448
14788;0;0;0;Вентиляционная;;2770202;5381799;14794,14791;s14788
14794;0;0;0;;;2770329;5381838;14788,14787;s14794
15077;0;0;0;Веснинка;;2746859;5394110;15921,133216,15083;s15077
15921;0;0;0;;;2746918;5394044;15077;s15921
69234;0;0;0;Веснинка, 10;;2747396;5394435;69235,133216,58379;s69234
69235;0;0;0;;;2747355;5394465;69234;s69235
71343;0;0;0;Веснянка;;2749036;5393146;71984,15850;s71343
197242;0;0;0;Вишневка;;2755443;5406098;197243,197245;s197242
197243;0;0;0;;;2755471;5406090;197242,197240;s197243
71983;0;0;0;Водоочистительная ст.;;2740681;5387765;71979,15143,111345;s71983
15765;0;0;0;Водохранилище;;2762252;5385444;15766,15768;s15765
15766;0;0;0;;;2762094;5385439;15765,15764;s15766
111233;0;0;0;Военный городок;;2775932;5396349;111250,111210;s111233
111250;0;0;0;;;2775966;5396382;111233,111251;s111250
132101;0;0;0;Войровка;;2756242;5362960;132102,132099;s132101
132102;0;0;0;;;2756280;5362965;132101,132104;s132102
230040;0;0;0;Вокзал;;2755218;5389276;15897;s230040
14345;0;0;0;Волгоградская;;2762491;5392877;14344,14403;s14345
14995;0;0;0;;;2762253;5393110;15015,14403;s14995
15015;0;0;0;;;2762216;5393134;14995,14402,14994;s15015
15109;0;0;0;;;2761382;5393560;15120,14400,15121;s15109
15120;0;0;0;;;2761356;5393591;15109,14399;s15120
16200;0;0;0;;;2760607;5393925;16201,14396;s16200
16201;0;0;0;;;2760594;5393918;16200,16202;s16201
16202;0;0;0;;;2760586;5393843;14397,16201,16204;s16202
111299;0;0;0;Волмянский шлях;;2779515;5395058;111300,111301;s111299
111300;0;0;0;;;2779515;5395124;111299,111303;s111300
15868;0;0;0;Володарского;;2755129;5389652;73933,73579;s15868
15882;0;0;0;Володько;;2756164;5387644;211153,15880;s15882
211153;0;0;0;;;2756290;5387753;15882,15445;s211153
14890;0;0;0;Воложинская;;2742655;5390140;15178,14893,14609;s14890
15178;0;0;0;;;2742810;5390102;14890,14889;s15178
15880;0;0;0;Воронянского;;2755965;5387744;15879,15882;32
73197;0;0;0;Восток;;2765146;5393452;14499,14488,14500;s73197
16095;0;0;0;высадка пассажиров;;2755639;5398369;16096,16093;s16095
58342;0;0;0;Г. Ширмы;;2745737;5387931;58343,58341;s58342
14526;0;0;0;Галантерейная;;2753436;5390157;14571,14570;s14526
14571;0;0;0;;;2753512;5389919;14525,14526;s14571
14459;0;0;0;Гамарника;;2761346;5395679;58332,54204,15785;s14459
54204;0;0;0;;;2761769;5395649;14458,15946,14459;s54204
58332;0;0;0;;;2761256;5395657;14459,69224,14452,15783;s58332
16123;0;0;0;Гашкевича(Лошица-3);;2756082;5384149;16124,16125;s16123
16124;0;0;0;;;2756039;5384259;16123,16126;s16124
14847;0;0;0;Гая;;2756381;5393193;14693,58346,15717;s14847
15890;0;0;0;Гвардейская;;2753528;5391595;15526,15011;s15890
15373;0;0;0;Геологическая;;2767282;5391868;15375,14414,16002;s15373
15375;0;0;0;;;2767160;5391851;15373,16252;s15375
15370;0;0;0;Геологический пер.;;2765987;5391041;69253,15381;90
15378;0;0;0;;;2765853;5390908;69253,15367;s15378
69253;0;0;0;;;2766000;5391006;15370,15378;s69253
15482;0;0;0;Гикало;;2759652;5391109;15516,15515;s15482
15516;0;0;0;;;2759453;5391021;15482,15479;s15516
15659;0;0;0;Гимназия №10;;2746379;5386798;15661,15660;s15659
15661;0;0;0;;;2746489;5386691;15659,200002;s15661
14537;0;0;0;Гимназия №16 (врем. ликвидирована);;2750404;5392851;14538,54537;s14537
14905;0;0;0;Глаголева;;2748094;5388454;15215,54194;s14905
15215;0;0;0;;;2748110;5388610;14905,14904;s15215
14594;0;0;0;Глебки П.;;2747203;5390816;15245,14680;s14594
14681;0;0;0;;;2747436;5390771;15245,73217;s14681
15229;0;0;0;;;2748539;5392818;15239,15238;s15229
15239;0;0;0;;;2748469;5392856;15229,15240;s15239
15245;0;0;0;;;2747310;5390884;14594,15244,14681;s15245
15240;0;0;0;Глебки П., 120;;2748217;5392830;58358,15239,15228;s15240
58358;0;0;0;;;2748114;5392931;15240,14554;s58358
111302;0;0;0;Глебковка;;2780666;5395058;111303;s111302
111303;0;0;0;;;2780580;5395139;111302,111321,111300;s111303
111321;0;0;0;;;2780751;5395151;111303,111305,111325;s111321
132196;0;0;0;Головачи;;2734188;5414298;132197,132198,132194;s132196
132197;0;0;0;;;2734119;5414293;132196;s132197
14587;0;0;0;Голодеда;;2764993;5384240;15507,15513,15772;s14587
14617;0;0;0;;;2765190;5384291;15513,15507,195092;s14617
15137;0;0;0;Горецкого;;2744668;5388426;14874,58335,15158;s15137
54675;0;0;0;;;2744935;5388416;58335,15159,58336;s54675
15354;0;0;0;Горовца;;2761517;5386547;15804,15391;s15354
15391;0;0;0;;;2761475;5386521;15354,15803;s15391
15803;0;0;0;;;2761405;5386556;15391,15802;s15803
15804;0;0;0;;;2761550;5386542;15354,15353,14545;s15804
197042;0;0;0;Городище-1;;2733726;5383087;197059,197058;s197042
197059;0;0;0;;;2733757;5383079;197042,197041;s197059
197043;0;0;0;Городище-2;;2732963;5383017;197058,197057;s197043
197058;0;0;0;;;2732986;5383007;197043,197042;s197058
132136;0;0;0;Городок;;2758934;5401786;111288,197236,132141;s132136
132317;0;0;0;;;2784905;5398287;132318,132239;s132317
132318;0;0;0;;;2784892;5398267;132317,132319;s132318
132325;0;0;0;;;2786275;5396106;132327,132323,111308;s132325
133119;0;0;0;;;2775365;5383002;16060,16050;s133119
133181;0;0;0;;;2747162;5393037;16233,16235;s133181
14690;0;0;0;Городской вал;;2754951;5390081;14691,15599;4
14691;0;0;0;;;2755048;5390095;14690,73579,16239;s14691
71974;0;0;0;Госпиталь инвалидов ВОВ;;2768353;5400135;16028,16027;s71974
73943;0;0;0;Гостиница Виктория;;2752745;5392113;15039,15112,14533;s73943
14935;0;0;0;Гостиница Звезда;;2746716;5386315;14936,58338;s14935
14936;0;0;0;;;2746554;5386279;14935,14934;s14936
73933;0;0;0;Гостиница Минск;;2755051;5389670;15868,15869,15920;s73933
15838;0;0;0;Гостиница Спутник;;2753489;5387996;15839,15841;52
15839;0;0;0;;;2753561;5388004;15838,15835,15872;52
14541;0;0;0;Грекова;;2762697;5386733;14542,14509,15806;s14541
14542;0;0;0;;;2762700;5386666;14541,14543;s14542
73834;0;0;0;Грибоедова;;2752847;5391177;73833,14568,73835;s73834
132192;0;0;0;Грини;;2736575;5412070;132193,132191;s132192
132193;0;0;0;;;2736505;5412035;132192,132226;s132193
15938;0;0;0;Грицевца;;2761618;5388744;15939,73536;s15938
15939;0;0;0;;;2761698;5388696;15938,58352;s15939
14932;0;0;0;Громова;;2744779;5385468;14986,14978,14944;s14932
14945;0;0;0;;;2744594;5385404;14986,14978,14931;s14945
14978;0;0;0;;;2744581;5385492;14945,14932,14985;s14978
133330;0;0;0;Грушевка;;2751467;5388666;15672,15204,15205,15673;s133330
14815;0;0;0;Грушевская;;2751040;5388030;200012,14717;s14815
200012;0;0;0;;;2751020;5388056;14815,15202;s200012
14903;0;0;0;Гурского;;2748399;5389299;15165,15164,15216;s14903
15131;0;0;0;;;2748522;5389393;15165;s15131
15165;0;0;0;;;2748558;5389346;15131,14903,15130;s15165
14686;0;0;0;Гусовского;;2751287;5390779;14577,15123;s14686
15123;0;0;0;;;2751151;5390761;14686,15124,14685;s15123
111308;0;0;0;д. Старина;;2784253;5394902;111309,132325;s111308
111309;0;0;0;;;2784192;5394861;111308,111307;s111309
16111;0;0;0;д/о На Ростанях;;2776324;5379851;16054;s16111
132165;0;0;0;Д/о Театральный;;2767165;5405682;132166,132163;s132165
132166;0;0;0;;;2767113;5405657;132165,132167;s132166
16177;0;0;0;Дачи;;2765817;5377170;16178,16134;s16177
16178;0;0;0;;;2765893;5377124;16177,143045;s16178
197047;0;0;0;;;2728147;5384721;197056,197048;s197047
197056;0;0;0;;;2728140;5384711;197047,197084,197045;s197056
73798;0;0;0;;;2770057;5400535;73800,16033;s73798
73800;0;0;0;;;2770017;5400518;73798,72785,16034;s73800
14482;0;0;0;Дворец борьбы;;2762828;5394647;14483,14484,69223;s14482
14483;0;0;0;;;2762585;5394738;14482,14481;s14483
133393;0;0;0;Дворец детей и молодежи;;2754740;5392380;133394,14961;s133393
133394;0;0;0;;;2754697;5392382;133393,15188;s133394
15188;0;0;0;;;2754590;5392431;133394,15187;s15188
14434;0;0;0;Дворец легкой атлетики;;2770523;5395065;14435,14374,111246;s14434
14435;0;0;0;;;2770517;5395103;14434,14437;s14435
15187;0;0;0;Дворец Молодежи;;2754542;5392519;15188,15185;s15187
111345;0;0;0;Дегтяревка;;2737407;5388558;71983,111344;s111345
15446;0;0;0;Денисовская;;2756841;5387435;15550,14726;s15446
15550;0;0;0;;;2756903;5387520;15446,15445;s15550
131002;0;0;0;Детсад;;2766697;5400421;131005,131007;s131002
131005;0;0;0;;;2766703;5400408;131002,131001;s131005
14977;0;0;0;;;2745131;5385198;14987,14986;s14977
14579;0;0;0;Детская больница;;2763356;5386198;14708,149028;s14579
14708;0;0;0;;;2763470;5386136;14579,15705,14588;s14708
15092;0;0;0;;;2753784;5384985;15097,15106,15096;s15092
15097;0;0;0;;;2753723;5385082;15092,15105;s15097
15106;0;0;0;;;2753607;5384938;15092,15091;s15106
14491;0;0;0;Детская железная дорога;;2761834;5392591;14496,14495,14994;s14491
14496;0;0;0;;;2762064;5392582;14491,14490;s14496
16029;0;0;0;Детская поликлиника;;2768495;5399880;16030,16028,16024;s16029
16030;0;0;0;;;2768634;5399876;16029,16031;s16030
15642;0;0;0;Диалог кафе;;2745573;5386671;15644,15643;s15642
15644;0;0;0;;;2745714;5386738;15642,15641;s15644
132212;0;0;0;Довборово;;2735604;5420728;132213,132210;s132212
132213;0;0;0;;;2735554;5420764;132212,132216;s132213
132216;0;0;0;Довборово-1;;2737107;5421953;132217,132213;s132216
132217;0;0;0;;;2737174;5421994;132216,132218;s132217
14735;0;0;0;Долгобродская;;2762373;5388587;14779,14778;s14735
14779;0;0;0;;;2762109;5388518;15349,14735,15350;s14779
54327;0;0;0;;;2761914;5388566;54329,15349;s54327
54329;0;0;0;;;2761890;5388566;54327,15811;s54329
58352;0;0;0;;;2761787;5388628;15811,15939,15943;s58352
15150;0;0;0;Дом ветеранов ВОВ;;2756532;5390480;15179,15864;s15150
15179;0;0;0;;;2756590;5390466;15150,15862;s15179
16250;0;0;0;Дом Правосудия;;2749101;5385961;16251,72435;82
16251;0;0;0;;;2749118;5385995;16250,143037,73464;s16251
14605;0;0;0;Домбровка-3;;2743733;5392046;14603,15858,147007;s14605
188136;0;0;0;Домбровка-5;;2745171;5392416;188137,188139,71954;s188136
188137;0;0;0;;;2745097;5392458;188136;s188137
188138;0;0;0;Домбровка-6;;2745653;5392222;188139,188141,72951;s188138
188139;0;0;0;;;2745582;5392396;188138,188136,16237;s188139
16106;0;0;0;Домики;;2745790;5398669;16107,16105;s16106
16107;0;0;0;;;2745731;5398592;16106,71999,15078;s16107
16211;0;0;0;Дорошевича;;2758679;5391961;16216,73201;s16211
16216;0;0;0;;;2758793;5392025;16211,15889;s16216
132169;0;0;0;Дофаренция;;2763276;5405797;132170,132168;s132169
132170;0;0;0;;;2763208;5405763;132169,132141,132171;s132170
191173;0;0;0;Дроздовича;;2756448;5384582;72006,16129;s191173
72006;0;0;0;Дроздовича Я.;;2756417;5384609;191173,72007,16130;s72006
72007;0;0;0;;;2756366;5384825;72006,72008;s72007
230006;0;0;0;Дроздово;;2760954;5399061;230004,111286;s230006
15780;0;0;0;ДС Ангарская-3;;2767825;5388244;15412,15332;s15780
15846;0;0;0;ДС Веснянка;;2748005;5393147;230008;5
230008;0;0;0;;;2747919;5393144;204094,15846,14552,204289;s230008
204094;0;0;0;ДС Веснянка~(высадка пассажиров);919с;2747921;5393104;230008,14554;s204094
204289;0;0;0;ДС Веснянка~(посадка пассажиров);;2747956;5393211;230008,68808;s204289
15282;0;0;0;ДС Дражня;;2764932;5388622;15285,14507;s15282
15914;0;0;0;ДС Дружная;;2754618;5388936;204368,73075,15275;21о
71378;0;0;0;;;2754801;5388916;73075,73076;21п
73075;0;0;0;;;2754725;5388901;71378,15914;s73075
73076;0;0;0;;;2754946;5388839;71378,15903;s73076
204368;0;0;0;ДС Дружная(техническая);;2754562;5388888;15914,15912,15918;s204368
69517;0;0;0;ДС Запад-3~(посадки в автобусы нет);;2743857;5390026;14888,15170;s69517
16191;0;0;0;ДС Зелёный Луг;;2762189;5395404;14453,14364;s16191
15788;0;0;0;ДС Зелёный Луг-6;;2761689;5396229;15787,16009;s15788
15790;0;0;0;ДС Зелёный Луг-7;;2761929;5396163;15786,16020;s15790
14355;0;0;0;ДС Калиновского;;2764230;5394337;58345,14353;s14355
54205;0;0;0;;;2764302;5394481;58345,69222,111200;s54205
58345;0;0;0;;;2764279;5394383;14354,14355,54205;s58345
14354;0;0;0;ДС Калиновского~(высадка пассажиров);;2764344;5394369;58345;s14354
147018;0;0;0;ДС Каменная горка-5;;2741516;5391680;73865,73866;s147018
54650;0;0;0;ДС Карастояновой;;2756545;5394118;15750,15714;s54650
54651;0;0;0;;;2756555;5393986;15714,73818;s54651
14364;0;0;0;ДС Карбышева;;2762189;5395497;69156,14440,16191;56-
14440;0;0;0;;;2762274;5395552;14364,14438,14457;s14440
69156;0;0;0;;;2762100;5395506;14364,14439;s69156
